slug,positions,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
nworajo01,SMALL FORWARD,12.8,0.5536666666666666,0.4641666666666666,0.1661666666666666,4.233333333333333,17.099999999999998,10.733333333333333,9.416666666666666,1.5,1.35,12.65,21.516666666666666,0.0,0.5166666666666667,0.5,0.0465,-1.2666666666666668,-1.3166666666666669,-2.566666666666667,-0.0999999999999999,912,2085,367,973,279,346,204,833,366,141,78,319,344,2470
onealro01,SMALL FORWARD,10.175,0.568875,0.655875,0.128625,2.8,17.35,10.25,12.45,1.4875,1.4625,14.175,12.0125,1.225,2.1875,3.4375,0.094875,-1.425,1.5875,0.1875,0.9375,1476,3501,903,2385,317,414,401,2500,1492,475,273,608,1431,4172
okekech01,SMALL FORWARD,8.0,0.4765,0.7184999999999999,0.1175,5.300000000000001,16.15,10.7,7.800000000000001,1.4,1.8,11.85,12.8,-0.15,0.6,0.5,0.045,-2.8,0.3,-2.5,-0.05,83,234,49,168,20,28,44,132,57,28,18,33,59,235
okogijo01,SHOOTING GUARD,10.716666666666669,0.5296666666666666,0.4364999999999999,0.4455,6.266666666666667,10.333333333333334,8.25,7.95,2.216666666666667,1.95,12.783333333333331,14.233333333333334,0.5833333333333334,1.1166666666666667,1.7166666666666668,0.07,-2.566666666666667,0.4833333333333333,-2.033333333333333,-0.0333333333333333,758,1884,239,815,603,806,403,714,447,340,157,315,663,2358
okongon01,CENTER,18.225,0.68025,0.05875,0.3955,11.95,19.125,15.525,6.25,1.4249999999999998,4.725,12.525,14.375,3.1,1.325,4.425,0.17375,-0.55,0.475,-0.0499999999999999,0.65,792,1237,27,85,361,479,539,859,226,136,260,199,662,1972
okorois01,SMALL FORWARD,10.833333333333334,0.6006666666666667,0.4316666666666666,0.312,3.9333333333333336,8.299999999999999,6.133333333333333,8.333333333333334,1.5333333333333332,1.4333333333333331,9.666666666666666,12.733333333333334,2.1333333333333333,2.0666666666666664,4.2,0.1103333333333333,-2.033333333333333,1.0,-1.0333333333333334,0.3999999999999999,617,1265,201,543,290,395,191,403,340,169,86,154,462,1725
olynyke01,CENTER,15.5125,0.607375,0.431625,0.285125,5.55,19.25,12.425,18.425,1.7875,1.8125,16.075,18.7125,1.65,1.425,3.0625,0.119,0.0875,0.9125,0.975,0.9125,1817,3675,578,1544,870,1072,585,2042,1517,419,227,826,1458,5082
omorueu01,SMALL FORWARD,13.7,0.5327500000000001,0.3595,0.4355,9.05,17.125,13.075,10.3,1.85,0.425,8.375,19.475,0.1,0.225,0.325,0.09025,-1.475,-0.35,-1.825,-0.1,285,628,64,226,136,203,123,191,93,83,11,89,246,770
osmande01,SMALL FORWARD,11.428571428571429,0.5565714285714286,0.5405714285714286,0.1921428571428571,2.3000000000000003,12.7,7.457142857142857,12.542857142857144,1.4428571428571428,0.5714285714285714,10.9,17.95714285714286,0.8428571428571429,0.9428571428571428,1.8,0.0592857142857142,-1.4714285714285715,-0.5571428571428572,-2.071428571428572,-0.0571428571428571,1605,3711,714,1998,503,707,216,1195,933,312,71,483,908,4427
oubreke01,SMALL FORWARD,13.03,0.5375,0.4226,0.2589,4.16,14.82,9.46,5.79,1.82,1.67,8.73,21.34,0.67,1.54,2.22,0.0634,-1.38,-0.64,-2.02,0.08,3185,7306,1019,3121,1448,1921,674,2315,723,678,355,751,1728,8837
paulch01,POINT GUARD,21.42222222222222,0.5824444444444444,0.3773333333333333,0.2588888888888889,1.6888888888888889,14.266666666666667,8.033333333333333,41.24444444444444,2.6333333333333333,0.6111111111111112,13.988888888888887,22.1,5.944444444444445,2.7222222222222223,8.677777777777777,0.2055555555555555,3.5,1.6222222222222222,5.133333333333334,3.6666666666666665,3294,7054,969,2597,1671,1886,270,2342,4944,973,131,1281,1310,9228
payneca01,POINT GUARD,12.054545454545456,0.5131818181818182,0.4427272727272727,0.1287272727272727,1.7090909090909092,10.47272727272727,6.1,24.072727272727278,1.7909090909090908,0.9454545454545454,13.609090909090908,20.572727272727278,0.3818181818181818,0.6363636363636364,1.0272727272727271,0.0557272727272727,-1.3818181818181818,-0.3545454545454545,-1.7181818181818185,0.2181818181818181,1556,3722,595,1638,397,481,153,900,1666,339,104,604,912,4104
paytoga02,SHOOTING GUARD,15.175,0.6737500000000001,0.3465,0.125,8.1,13.5,10.825,9.55,3.05,1.875,14.0,12.425,1.0,0.975,1.975,0.153,-0.625,2.225,1.6,0.625,397,665,89,227,61,95,166,332,172,179,50,99,294,944
pereima01,SMALL FORWARD,15.7,0.609,0.371,0.286,9.5,24.3,16.6,2.5,2.4,3.1,11.3,15.6,0.1,0.2,0.3,0.123,-1.2,0.7,-0.5,0.0,18,35,5,13,7,10,11,26,2,6,4,5,10,48
peterdr01,POWER FORWARD,18.5,0.917,0.833,0.0,0.0,4.5,2.3,5.9,4.3,0.0,14.3,13.3,0.1,0.0,0.1,0.194,3.8,1.6,5.3,0.0,4,6,3,5,0,0,0,1,1,2,0,1,1,11
petrufi01,CENTER,4.75,0.2605,0.0,0.5,0.0,18.75,9.2,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.038,-4.25,-2.9,-7.1000000000000005,0.0,2,4,0,0,2,4,0,2,0,0,0,0,2,6
phillju01,SMALL FORWARD,7.0,0.521,0.494,0.247,4.1,8.5,6.2,5.3,1.1,2.2,10.5,13.0,0.0,0.2,0.2,0.031,-4.7,-0.6,-5.3,-0.3,32,77,12,38,13,19,12,24,13,7,7,10,40,89
pickeja02,SHOOTING GUARD,9.7,0.571,0.714,0.114,0.9,11.5,6.4,21.7,1.6,0.0,19.7,16.4,0.0,0.1,0.2,0.065,-2.7,-0.5,-3.3,0.0,15,35,9,25,3,4,1,13,21,4,0,9,13,42
pippesc02,POINT GUARD,13.0,0.5175,0.3025,0.5105,5.65,8.1,6.85,19.45,3.15,2.2,15.45,23.35,0.0999999999999999,0.35,0.5,0.0365,-2.6,0.2999999999999999,-2.3000000000000003,0.2,104,215,31,75,46,64,24,47,100,38,11,58,63,285
plumlma01,CENTER,17.572727272727274,0.6167272727272727,0.0119090909090909,0.5423636363636364,10.254545454545454,24.1,17.2,17.045454545454547,1.4545454545454546,3.1,17.918181818181818,16.018181818181816,2.372727272727273,1.6909090909090911,4.054545454545454,0.1488181818181818,-0.1727272727272727,1.4454545454545455,1.2727272727272727,1.1545454545454543,2779,4683,2,47,1487,2532,1775,4022,2306,564,677,1208,2196,7047
podzibr01,SHOOTING GUARD,13.0,0.54,0.392,0.132,6.6,16.7,11.7,18.1,1.5,0.6,12.2,15.4,2.1,2.0,4.1,0.1,-0.5,0.4,-0.1,0.9,271,597,90,234,50,79,118,309,273,61,14,88,122,682
poeltja01,CENTER,18.688888888888886,0.6286666666666667,0.0011111111111111,0.3224444444444445,13.11111111111111,21.01111111111111,16.966666666666665,10.988888888888887,1.3777777777777778,4.855555555555556,14.666666666666666,15.244444444444444,2.6222222222222222,1.6666666666666667,4.300000000000001,0.1593333333333333,0.1,0.9444444444444444,1.0444444444444445,1.011111111111111,2374,3762,2,5,634,1159,1651,2608,1122,381,772,735,1498,5384
pokusal01,POWER FORWARD,9.7,0.4654,0.4928,0.1911999999999999,4.84,18.4,11.56,12.82,1.3199999999999998,3.34,15.080000000000002,18.28,-0.78,0.78,-0.0199999999999999,0.0006,-3.46,-0.36,-3.82,-0.2,531,1355,189,618,148,209,182,685,362,109,149,274,248,1399
poolejo01,SHOOTING GUARD,12.625,0.5405,0.5335,0.2309999999999999,1.35,9.175,5.25,18.4,1.375,0.85,11.775,24.625,0.275,1.25,1.525,0.04,-1.1,-1.4,-2.5,-0.15,1336,3220,566,1685,638,723,90,592,880,207,67,500,630,3876
portecr01,POINT GUARD,15.4,0.564,0.149,0.246,3.7,15.1,9.4,26.5,1.6,2.1,15.1,20.2,0.6,0.9,1.5,0.108,-0.6,1.1,0.5,0.4,116,228,12,34,41,56,21,88,118,21,15,45,40,285
portejo01,POWER FORWARD,12.05,0.577,0.5549999999999999,0.253,7.8,18.7,13.1,12.15,2.7,3.3000000000000003,22.35,17.35,0.05,0.25,0.35,0.054,-3.55,1.1,-2.4,0.0999999999999999,48,119,23,68,18,23,30,66,61,23,21,28,47,137
portemi01,SMALL FORWARD,16.04,0.5836,0.4774,0.1376,5.279999999999999,20.34,12.96,6.88,1.24,1.86,8.72,21.42,2.3600000000000003,1.6800000000000002,4.0200000000000005,0.1052,1.14,-0.8400000000000001,0.2800000000000001,1.1,1595,3199,650,1585,359,445,336,1333,320,156,163,298,509,4199
porteot01,SMALL FORWARD,15.155555555555557,0.5882222222222223,0.4582222222222222,0.1674444444444444,4.355555555555556,15.933333333333334,10.066666666666666,9.477777777777778,2.1666666666666665,1.3222222222222222,8.011111111111111,16.62222222222222,1.9444444444444444,1.288888888888889,3.2222222222222223,0.1202222222222222,0.4777777777777778,0.5333333333333334,1.011111111111111,1.1666666666666667,1976,4096,668,1630,517,640,479,1780,729,544,192,361,817,5137
portibo01,POWER FORWARD,16.35,0.538375,0.26925,0.15825,8.9,23.7875,16.3375,8.95,1.175,1.2,9.5625,22.7,1.175,1.4375,2.6125,0.0895,0.15,-1.3875,-1.2374999999999998,0.35,2438,5188,540,1443,626,817,951,2603,661,290,164,587,1028,6042
porzikr01,CENTER,21.95,0.60175,0.3875,0.32925,6.375,22.65,14.7,10.025,1.075,4.825,8.425,26.5,3.775,2.5,6.275,0.173,3.025,0.35,3.375,2.4,1618,3385,486,1310,957,1139,393,1483,459,161,384,369,652,4679
pottemi01,POWER FORWARD,14.8,0.7045,0.496,0.1,6.15,23.05,14.65,7.699999999999999,0.95,1.45,11.05,12.3,0.2,0.05,0.25,0.1305,0.5,0.1499999999999999,0.6000000000000001,0.05,29,55,13,28,6,8,13,46,10,5,6,7,19,77
poweldw01,CENTER,17.2,0.68375,0.133625,0.555625,9.675,16.6375,13.0875,8.6625,1.6375,2.1625,12.3125,13.8625,3.7625,1.5625,5.3125,0.186125,0.0375,0.8125,0.8500000000000001,1.0125,1543,2492,117,390,948,1284,942,1612,624,353,258,397,1301,4151
powelno01,SHOOTING GUARD,15.744444444444447,0.5966666666666667,0.43,0.2834444444444444,1.8444444444444448,11.066666666666666,6.522222222222222,11.022222222222222,1.6222222222222222,1.2111111111111112,10.78888888888889,22.05555555555556,1.4,1.2111111111111112,2.611111111111111,0.1198888888888888,0.8111111111111111,-0.1222222222222222,0.7000000000000001,0.5888888888888889,1990,4214,734,1855,931,1126,160,1078,682,359,126,561,875,5645
prestja01,POINT GUARD,10.4,0.4024999999999999,0.2985,0.0245,5.6000000000000005,17.4,11.55,29.8,1.1,0.65,14.4,15.35,0.0,0.05,0.05,0.0235,-2.3,-0.3,-2.6,0.0,24,60,5,21,0,2,8,31,43,4,1,12,10,53
primojo01,SHOOTING GUARD,-3.3500000000000005,0.4,0.3975,0.173,7.0,6.7,6.6,12.2,0.25,5.4,42.0,24.45,-0.15,0.0,-0.1,-0.3289999999999999,-10.75,-4.9,-15.65,-0.1,10,29,3,13,7,9,3,11,18,1,3,15,8,30
princta02,POWER FORWARD,10.7,0.5598333333333333,0.545,0.2018333333333333,1.9166666666666667,13.966666666666669,8.033333333333333,8.983333333333333,1.5,1.7666666666666666,12.2,17.933333333333334,0.0166666666666666,1.15,1.1666666666666667,0.0516666666666666,-2.0166666666666666,-0.2666666666666666,-2.3000000000000003,-0.15,1147,2734,571,1520,378,468,150,1051,539,246,144,416,694,3243
pritcpa01,POINT GUARD,13.533333333333331,0.5703333333333332,0.6293333333333333,0.0696666666666666,4.033333333333333,10.8,7.5,18.366666666666664,1.1333333333333335,0.3,10.633333333333333,18.53333333333333,1.9666666666666668,1.2666666666666666,3.266666666666666,0.1176666666666666,0.3,-0.4333333333333333,-0.1999999999999998,0.7333333333333333,558,1253,304,781,79,93,127,360,484,78,13,142,204,1499
prospol01,POWER FORWARD,11.6,0.496,0.433,0.394,8.2,17.5,12.8,8.4,1.0,1.0,6.2,16.6,0.2,0.3,0.5,0.076,-1.7,-1.3,-2.9,-0.1,40,104,13,45,28,41,25,54,22,7,4,8,20,121
queentr01,SHOOTING GUARD,10.833333333333334,0.4726666666666666,0.5636666666666666,0.2029999999999999,8.366666666666667,13.266666666666666,10.833333333333334,11.466666666666669,2.2333333333333334,3.3666666666666667,16.333333333333332,20.03333333333333,-0.0999999999999999,0.1666666666666666,0.0333333333333333,0.001,-2.533333333333333,-0.3,-2.9,-0.0333333333333333,36,100,14,56,18,21,18,35,28,14,11,21,25,104
quetane01,CENTER,17.53333333333333,0.588,0.0,0.3126666666666667,16.766666666666666,20.2,18.53333333333333,6.9,0.7666666666666666,5.766666666666667,10.333333333333334,17.133333333333333,0.4000000000000001,0.2666666666666666,0.6666666666666666,0.153,-2.1,-0.2333333333333333,-2.333333333333333,0.0666666666666666,90,151,0,0,31,47,72,92,27,14,31,20,75,211
quickim01,SHOOTING GUARD,16.700000000000003,0.588,0.4845,0.273,1.75,12.2,6.95,16.65,1.4,0.5,8.149999999999999,22.65,3.0,1.45,4.45,0.143,2.0,0.1,2.1,1.4500000000000002,571,1271,232,616,285,342,63,351,353,96,17,131,210,1659
quickim01,POINT GUARD,15.633333333333333,0.5546666666666668,0.518,0.2826666666666667,1.6666666666666667,12.633333333333333,7.1000000000000005,23.4,1.3333333333333333,0.5333333333333333,9.7,23.766666666666666,2.066666666666667,1.2666666666666666,3.3000000000000003,0.111,1.1666666666666667,-0.6,0.5666666666666667,0.9,749,1863,362,970,459,526,68,498,659,118,22,227,356,2319
quinole01,SHOOTING GUARD,9.45,0.5935,0.712,0.703,6.0,12.9,9.55,13.1,1.65,0.25,24.8,23.85,0.0999999999999999,0.15,0.3,-0.0174999999999999,-4.2,-2.5,-6.75,-0.05,58,146,34,92,24,35,22,53,38,7,2,22,44,174
ramseja01,SHOOTING GUARD,9.666666666666666,0.5013333333333333,0.449,0.173,3.033333333333333,11.233333333333334,7.066666666666666,8.6,1.7333333333333332,0.5,9.3,19.966666666666665,-0.0666666666666666,0.0333333333333333,0.0,-0.0046666666666666,-3.5,-1.7666666666666666,-5.266666666666667,-0.1333333333333333,57,137,16,59,17,25,10,35,21,12,2,15,28,147
randlju01,POWER FORWARD,17.9,0.548625,0.234625,0.358,6.425,25.3875,15.7875,19.4375,1.0625,1.0625,13.9875,26.925,2.1,2.475,4.5875,0.09525,1.2125,-0.325,0.875,1.725,3936,8538,732,2184,2300,3054,1084,4266,2177,396,223,1584,1702,10904
reathdu01,CENTER,15.1,0.571,0.491,0.186,8.1,15.4,11.5,8.9,1.3,2.8,8.8,20.7,1.4,1.0,2.4,0.095,-0.2,-0.7,-0.9,0.3,230,499,88,245,69,93,93,157,67,33,38,52,161,617
reaveau01,SHOOTING GUARD,13.966666666666669,0.6333333333333333,0.471,0.4003333333333334,2.6333333333333333,10.7,6.766666666666667,16.5,1.0,1.0,12.633333333333333,16.3,3.3666666666666667,1.4,4.733333333333333,0.1156666666666666,0.0666666666666666,-0.3,-0.2666666666666666,0.9333333333333332,862,1748,293,803,560,655,135,603,775,128,64,313,348,2577
reddica01,SMALL FORWARD,10.414285714285716,0.5321428571428571,0.4621428571428571,0.2824285714285714,2.6,9.228571428571428,5.942857142857143,7.2,2.1714285714285717,1.3571428571428572,11.742857142857144,18.12857142857143,-0.1857142857142857,0.5571428571428572,0.3714285714285714,0.0381428571428571,-2.657142857142857,-0.1428571428571428,-2.7857142857142856,-0.2142857142857142,1008,2491,375,1142,539,636,170,635,380,314,109,369,528,2930
reedpa01,CENTER,19.33333333333333,0.5893333333333333,0.077,0.1889999999999999,15.866666666666667,20.466666666666665,18.133333333333333,7.800000000000001,3.533333333333333,5.1000000000000005,12.233333333333334,16.333333333333332,1.4333333333333331,1.6333333333333335,3.0666666666666664,0.182,-1.0,1.8,0.7999999999999999,0.5333333333333333,437,785,24,71,105,150,349,493,152,146,149,122,378,1003
reidna01,CENTER,17.04,0.5808,0.3803999999999999,0.2422,6.640000000000001,20.0,13.3,9.3,1.56,4.24,10.76,23.16,1.16,1.84,3.0200000000000005,0.1092,-0.3,0.38,0.08,0.78,1353,2728,394,1062,461,643,364,1139,361,198,295,376,782,3561
rhodeja01,SHOOTING GUARD,8.4,0.5395,0.4625,0.1285,3.65,14.45,8.95,5.4,0.8,2.45,7.55,12.0,0.05,0.15,0.2,0.0435,-3.95,-0.35,-4.3,-0.1,50,110,17,51,11,14,14,56,18,7,14,10,51,128
richani01,CENTER,16.966666666666665,0.694,0.002,0.513,11.0,21.133333333333333,15.933333333333332,4.633333333333334,0.7666666666666666,4.8,14.966666666666669,14.766666666666666,2.3666666666666667,1.0333333333333334,3.4333333333333336,0.1433333333333333,-1.7333333333333334,-0.3666666666666667,-2.1333333333333333,0.0,517,779,1,2,299,405,353,688,105,46,166,156,381,1334
richajo01,SHOOTING GUARD,12.11,0.5494,0.4695,0.1847,2.6,9.31,5.95,13.04,1.7600000000000002,1.44,10.89,17.8,0.92,1.3,2.23,0.0823,-1.11,0.2599999999999999,-0.8300000000000001,0.39,2390,5598,949,2586,895,1052,386,1362,1509,562,270,736,1247,6624
robindu01,SMALL FORWARD,9.65,0.5720000000000001,0.78175,0.12575,0.975,10.875,5.9,9.375,1.15,0.425,9.75,16.875,0.85,1.15,2.0,0.064,-1.95,-0.65,-2.6,0.15,725,1675,510,1313,175,203,32,479,370,108,36,208,432,2135
robinje01,SHOOTING GUARD,6.32,0.448,0.4924,0.1968,1.3199999999999998,11.22,6.279999999999999,10.08,1.34,1.7399999999999998,11.36,17.36,-0.32,0.3,-0.04,-0.0134,-4.96,-0.62,-5.58,-0.22,313,858,129,422,109,154,34,309,223,80,46,132,306,864
robinmi01,CENTER,19.816666666666663,0.6646666666666666,0.0,0.4471666666666666,16.233333333333334,18.75,17.466666666666665,3.633333333333333,1.9,6.816666666666666,11.0,11.483333333333334,3.516666666666667,2.1666666666666665,5.633333333333333,0.2019999999999999,0.5166666666666667,1.383333333333333,1.8666666666666665,1.3666666666666665,1092,1558,0,0,365,705,1180,1358,199,290,602,224,907,2549
robinor01,CENTER,13.7,0.5805,0.1375,0.3475,11.6,21.65,16.549999999999997,12.1,1.25,2.75,15.65,13.6,0.45,0.55,1.0,0.132,-2.3,0.75,-1.6,0.05,83,161,8,21,41,56,76,134,59,19,20,34,88,215
robinje02,POWER FORWARD,12.4,0.556,0.4295,0.1685,8.5,16.1,12.3,7.7,1.45,1.2,10.15,15.0,0.65,0.6000000000000001,1.25,0.0985,-1.35,-0.5,-1.85,0.05,155,343,50,150,47,58,94,162,64,34,15,35,95,407
roddyda01,POWER FORWARD,8.466666666666667,0.4909999999999999,0.419,0.124,4.266666666666667,14.2,9.266666666666667,8.433333333333335,1.2666666666666668,0.7666666666666666,11.366666666666667,17.666666666666668,-0.4333333333333333,0.8333333333333334,0.4000000000000001,0.0139999999999999,-3.9666666666666655,-0.9,-4.9,-0.5,510,1238,161,540,135,201,156,459,219,83,41,171,251,1316
rolliry01,POINT GUARD,13.266666666666667,0.6296666666666667,0.3566666666666667,0.3266666666666666,2.866666666666667,16.166666666666668,9.533333333333331,22.433333333333334,4.833333333333333,1.7,30.8,20.7,-0.0666666666666666,0.0666666666666666,-0.0333333333333333,0.0426666666666666,-3.366666666666667,3.1,-0.2666666666666669,-0.0333333333333333,35,74,9,17,32,40,7,31,34,21,7,32,26,111
rosede01,POINT GUARD,15.436363636363636,0.5211818181818182,0.2080909090909091,0.185,2.618181818181818,8.481818181818182,5.545454545454546,25.627272727272725,1.3727272727272728,0.9363636363636364,12.28181818181818,25.92727272727273,0.7181818181818183,0.509090909090909,1.2454545454545454,0.0521818181818181,0.3818181818181818,-1.4636363636363638,-1.0909090909090908,0.3727272727272727,2634,5723,341,1017,986,1147,274,951,1811,308,124,848,472,6595
roziete01,SHOOTING GUARD,17.15,0.5579999999999999,0.465,0.18725,2.15,11.05,6.525,23.425,1.675,0.95,8.95,25.575,2.325,1.4,3.7,0.08675,2.25,-0.95,1.25,1.6,1773,4038,692,1901,602,727,171,822,1136,286,79,423,409,4840
roziete01,POINT GUARD,12.3,0.4828333333333334,0.4243333333333334,0.1561666666666666,3.583333333333333,14.566666666666668,9.066666666666666,18.45,1.5666666666666669,0.6833333333333332,10.283333333333331,20.216666666666665,0.8333333333333334,1.6166666666666665,2.4666666666666663,0.0635,-0.8166666666666668,-0.0833333333333333,-0.8833333333333333,0.7166666666666667,1342,3373,573,1546,476,577,227,1152,1034,292,71,396,491,3733
ruperra01,SHOOTING GUARD,5.8,0.451,0.484,0.155,4.0,12.8,8.1,13.5,0.9,0.4,15.3,13.6,-0.4,0.3,-0.1,-0.009,-5.6,-1.2,-6.7,-0.8,54,161,28,78,19,25,24,68,62,12,3,31,56,155
russeda01,POINT GUARD,16.62727272727273,0.5526363636363637,0.4749090909090909,0.2126363636363636,1.6727272727272726,10.80909090909091,6.172727272727273,31.29090909090909,1.6454545454545455,0.9363636363636364,14.436363636363636,27.063636363636363,1.181818181818182,1.0636363636363635,2.2454545454545456,0.0682727272727272,2.118181818181818,-1.3363636363636362,0.7909090909090909,1.0818181818181818,4464,10307,1815,4882,1695,2125,334,2012,4011,728,226,1871,1312,12438
ryanma01,SMALL FORWARD,6.925,0.50025,0.8375,0.08625,1.175,6.324999999999999,3.8,4.75,3.0500000000000003,0.2,6.35,23.175,0.075,0.125,0.2,-0.0287499999999999,-3.95,-2.025,-5.949999999999999,-0.05,130,334,106,264,33,38,14,78,50,17,3,33,86,399
sabondo01,CENTER,21.525,0.6255,0.06225,0.40275,10.875,29.325,20.075,23.8,1.175,1.45,16.575,22.275,6.25,3.125,9.375,0.1875,2.35,1.25,3.575,3.6,1964,3367,86,224,993,1368,896,2459,1609,227,149,799,988,5007
samanlu01,POWER FORWARD,9.625,0.50075,0.46475,0.277,3.4000000000000004,20.0,11.725,10.675,0.925,2.125,12.925,19.5,-0.15,0.175,0.025,0.0104999999999999,-3.675,-1.0499999999999998,-4.725,-0.2,138,336,36,146,72,102,39,171,55,19,19,60,98,384
samueje01,SMALL FORWARD,15.1,0.672,0.143,0.143,5.3,18.1,11.6,7.0,0.8,3.1,0.0,10.5,0.1,0.1,0.2,0.178,-0.3,1.1,0.8,0.0,9,14,0,2,2,2,3,10,3,1,2,0,5,20
sanogad01,POWER FORWARD,21.9,0.558,0.0,0.444,31.6,29.4,30.5,0.0,0.8,0.0,13.4,24.8,0.1,0.1,0.2,0.133,-0.4,-6.3,-6.7,-0.1,14,27,0,0,8,12,19,17,0,1,0,5,5,36
santogu01,POWER FORWARD,15.6,0.656,0.491,0.309,9.7,17.7,13.8,9.6,1.0,0.9,10.1,15.2,0.5,0.2,0.7,0.169,0.0,-0.5,-0.5,0.1,28,55,10,27,16,17,17,32,14,4,2,7,23,82
saricda01,CENTER,15.166666666666666,0.6056666666666667,0.456,0.284,6.266666666666667,19.766666666666666,13.033333333333331,12.366666666666667,1.4333333333333331,0.6333333333333333,14.233333333333334,20.766666666666666,0.9,0.8333333333333334,1.7333333333333332,0.1143333333333333,-0.2333333333333333,-0.1333333333333333,-0.3999999999999999,0.3333333333333333,385,829,139,378,190,224,133,405,226,68,16,154,237,1099
sarrol01,CENTER,13.433333333333332,0.6266666666666667,0.29,0.4363333333333333,10.366666666666667,20.433333333333334,15.5,4.666666666666667,0.3666666666666667,4.666666666666667,12.5,13.4,0.3333333333333333,0.1999999999999999,0.5333333333333333,0.132,-3.1666666666666665,-0.7000000000000001,-3.8333333333333335,-0.1,84,150,16,43,39,51,56,104,25,7,27,29,87,223
sassema01,POINT GUARD,11.8,0.542,0.469,0.129,0.9,9.6,5.2,25.4,1.6,0.8,14.3,19.9,0.3,0.6,0.9,0.033,-1.5,-1.1,-2.6,-0.2,219,512,90,240,58,66,11,114,236,44,12,90,103,586
schofad01,POWER FORWARD,7.399999999999999,0.5243333333333333,0.6283333333333333,0.143,4.0,13.966666666666669,8.9,8.833333333333334,0.8333333333333334,0.6666666666666666,11.033333333333331,14.2,0.1666666666666666,0.1666666666666666,0.3,0.0373333333333333,-3.533333333333333,-0.9,-4.433333333333334,-0.1666666666666666,100,240,49,151,31,40,33,93,53,17,9,28,120,280
schrode01,POINT GUARD,14.1,0.5342,0.3329,0.2481,1.7100000000000002,10.08,5.91,28.02,1.4,0.5,14.56,24.19,0.95,1.44,2.41,0.0639,-0.53,-1.02,-1.57,0.3299999999999999,3987,9162,1024,2945,1857,2211,335,1922,3716,608,117,1666,1550,10855
seabrde01,SHOOTING GUARD,6.9,0.424,0.077,0.231,5.75,6.0,5.9,5.6,0.9,0.9,0.0,15.15,0.0,0.05,0.05,0.0264999999999999,-4.65,-1.75,-6.4,0.0,6,18,1,2,5,6,2,6,5,2,1,0,5,18
sengual01,CENTER,19.23333333333333,0.5786666666666667,0.1356666666666666,0.3866666666666666,10.566666666666666,20.9,15.666666666666666,21.766666666666666,1.7666666666666666,3.133333333333333,16.2,23.46666666666667,2.6666666666666665,2.066666666666667,4.733333333333333,0.1153333333333333,0.8666666666666667,0.9,1.7666666666666668,1.9333333333333331,1218,2306,81,285,615,872,563,1097,788,205,184,500,683,3132
sensabr01,SMALL FORWARD,8.6,0.511,0.528,0.188,3.0,16.1,9.6,13.0,1.1,0.9,16.6,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,85,218,34,115,37,41,16,86,55,13,6,47,43,241
